input,labels
I do not know how to lang - .,0
"What is more , it is not only browsing websites but also watching the TV and shopping and paying by credit card .",1
The service has a lot of customers already .,1
He would take photographs of old buildings .,1
He is very cute ,0
"If I had continued doing that , I could have spoken English better than now !",1
"He is a good teacher , so I am sad .",1
"So , I decided not to waste time while I am alone but to take advantage of this time for my family is better future .",0
What difference in translation ?,0
"I had not studied English and opened text book for a long time , so I regret very much .",0
you ask ?,0
I am in horror from this thought .,0
"Fortunately , I have a book which includes many common mistakes made by Japanese learners .",1
"I came to London , about two and half month have passed in no time .",0
I heard there are absences in my daughter is class today .,1
So after the festival was finished I was in pain in my neck .,1
Listening Practice,0
I am not sure whether the meaning is exact meaning or not .,0
She is good at painting animals .,1
two cup of flour,0
They are more honest to us and always care of us .,0
"so , I do not have the time to experience .",0
"I have nt contacted with them for a very long time , because the graduate from college , we are busy in ourselves new job or study .",0
"In spite of the severe pain , the red rose made of my blood is the best present for the person I love .",1
"This book is the text in my class , and I have to write a book review by next Monday .",1
 H The gas price remained flat,1
What is your character and role in the story ? ?,0
Thank you for reading !,0
hmmm . I need to diet later . It will start tomorrow ! !,1
I do not like rain ,0
But Japanese government pays attention to homeless or jobless people .,0
 I understand your feelings .,0
That reminds me .,1
"These college students have since graduated , and carried their university tradition into society .",1
My hostfamily is Filipino .,0
i am surprised that next friday .,0
too much enough .,0
And it is easy to cause more misunderstandings .,1
did you call me ? in Japanese .,0
And I have a strange hobby .,1
Electronic Paper by Bride stone,0
"After the call , my mother strictly told me how it was rude .",0
"So , I thought that it was very good idea when I found this homepage .",0
aww hahaha,0
"But , i did not start that .",0
I wondered that the word is introduced .,0
"In Japan , there are only three sizes of dresses in a general way .",0
The day never came back .,1
I am surprised at Lucy become strong ! !,0
"If you want to learn English , why do not you listen it ?",0
My time boat is totally capsized .,0
we will go Mt .,0
 had,0
i am a newcomer here .,0
I went to the coffee shop yesterday at am .,1
I started to study English at twelve years old .,0
Others believe that it is costly and money should be used for other things that are happening now on the Earth .,1
"Why do people use the second your or third - person her , his when they talk to people like majesty or highness , not using the first person ?",1
"Decembrist uprising . Please , find my mistakes .",0
"Although we started the conversation in Japanese , once we knew that both of us could somehow communicate in English , we used English as a medium for communication .",1
It can be expressed in terms of arguments .,0
Today I learned in the Economist that education is going to become higher on America s agenda in the future .,1
He is a famous writer in Japan .,0
January th is the Three Wise Men Day .,0
It was completely covered with snow all around .,0
"If something happens to you , I Clift .",1
"In short , we had a really good time .",0
How lazy are we !,0
David Lachapelle,0
"In fact , I do not even have a strong desire to win .",1
How did you enjoy your Christmas time ?,0
Imagination is crucial,1
"Last week , Microsoft lunched it new digital controller Kinect , which was designed to compete against Wii and Sony is Move , at E .",0
I live in south of China,0
I study the comments and corrections for my diary .,0
the girl to,1
Cheer up Japan !,0
I will write to them from tomorrow little by little .,1
Could I ask you the meaning of your name ?,0
"Next , I will take the IELTS on your course , so I want to know the cost .",1
Today is my first chance to chat with a foreigner on MSN .,1
" , , sad ",0
I ca not speak all that I think and my article writing took too much time .,1
"From the next day , I had to change trains .",1
and drinking ice cafe .,0
"I was so happy when I could understand , Is challenging .",0
But she had gone out to start with a boyfriend lately .,1
The story is mainly about a war which is fought between a space colony and the earth .,1
But I found a notebook being sold at a less price .,0
From Nick in Iwate,1
I determine to write English essays !I hope to see more of you !,0
"One says you have to change , and another say you do not have to change ! ",0
We sat on the bench at the terrace and chatted about each others ' plans for this golden week .,1
"Hello , my name is Marcela and I want to talk about London because I d love to go there .",1
Now it is already am .,0
My nephew could not use a controller well .,1
"I think education is very difficult , do not you think so ?",1
It become too long .,0
We have bad weather in Moscow now .,1
contact lens,1
Summer Sonic ay ,1
"aspect such as basic skills , tactics , training methods , of both",0
It is early spring .,1
"That s why , the number of their quarrel was decreasing .",0
And I felt that my English is becoming better .,0
"Hey , this is a mountain I have climbed . I will show you some pictures . I hope you will like them .",1
 Prepare a raw egg and warm rice .,0
"should I travel and practice my English , Japanese , and Portuguese ?",0
But he omitted life of labor who had burden to work long hours but get lower payment .,0
I bought an iPad .,1
From Seoul,1
Last Saturday,0
It is my first time to keep a diary here,0
" Of course , it is free .",1
"When it rains , Min often feels lackluster and sleepy .",0
I did not write any entries this week .,1
I felt like the office was calm and peaceful .,0
Some people believed that it is unfair for there stars to get too much money without representing more to the society .,0
We should not be scared when tackling oral skills . We should just speak up to our mind and try our best to express ourselves .,1
"Before I met him , as Zac sometimes told me about him , I was looking forward to meet him .",0
I will swim at a gym in my free time tomorrow ! ! !,1
"Truly , I did not know that word in English .",1
"that is unreal , to be unreal , ",1
 . . ,0
The so - called ' Handkerchief Prince ' dominated the national sports media coverage five years ago .,1
I have two exams next week at my university .,1
He said that he totally enjoyed the event even though he went through lots of suffering then .,0
"At the JET show , I was so excited ! ! JET is a great rockband from Australia .",1
I have lived in Memuro town for the whole five years .,0
We were in the elavator of the hotel in Hong Kong .,0
I think I should not get any hope on him .,0
"Oh , gosh .",0
Nice to meet you .,1
There were marks on some of the letters .,1
"After doing this , we went to china town to eat chinese food and then drank beer .",0
"I could not drink a lot , though it was all - you - can - drink .",1
I do not like a winter very much .,0
"A Chinese guy had difficulties finding a job , so he called a job consultant for help .",0
"Go , go , USA !",1
"well , this is what I am now .",0
"According to some literature , when animal husbandry breeds any animals , it results in a lot of resources being wasted , including water pollution , air pollution , cereals shortage , soil erosion hellip , etc .",1
Let me introduce that I found interesting things on this trip .,1
He is four years old .,1
"In contrast , the least wealthy countries are India and Africa .",1
"Therefore , I disagree with the statement Luck has nothing to do with success .",1
But all of us spend the same time .,1
I really miss you all .,0
However I am still have to face .,0
They must be pursued .,1
I am surprised that Lucy became so strong ! !,1
I am enjoying my half - year is sabbatical leave at Goettingen University .,1
I have three options .,0
"I would like to realize the very truth of life , and fly far far away so that I might be able to peak the world I have never imagined .",0
"I have not been there , so I want to go .",0
"But now , she has been upset for a week when her poor father told her that she has to go back her home country as soon as getting the degree .",0
At am I received the phone call .,1
I want to know how each sect stemmed from the original one .,1
We would like .,1
I had a fun time,0
This year I have done some important decisions .,0
I found it just now because I actually write a private article in English is for the first time for me .,0
"So if you mind reading my diary , please write a comment , but in the opposite direction , you are not interesting , please just watch on my diary .",0
This cake is very easy to make and moreover very delicious .,0
This is just a problem of English education .,0
"So , in my presentation , I will be reporting on two big topics , firstly , about museums , and secondly , about art festivals .",0
"Anyway , the hero in almost every American game is a tough guy .",1
"By the way , most Japanese college students are now on spring vacation , and that is usually until March .",1
How are you ?,1
Do you know pc room ?,0
"Also , using English is becoming more and more natural to me .",0
Do you know Osaka ?,1
This is a depresssion period .,0
Do you like movies ?,0
I m sorry to late to answer .,0
"I sink into a hot spring there , After that , we ate ice crem which we could nt eat because it was little expensive for us .",0
"A wife lived in the US was a lecturer , ",0
So I think it is OK .,1
Pleas teach me,0
I was very pleased .,1
I bought a bag at Grace Continental on Thursday . ,0
"After the first week of September , things started to move again .",0
"In this case , which phrase should I use , It is OK or That is OK ?",0
And a smile on your face .,1
Who does make English difficult ?,1
That is is the problem .,0
Please correct my journal if there is anything wrong or weird .,0
why did I have to go without saying good - bye ?,1
"Three jugs of beer , a bottle of win , five glasses of Chinese rise wine , and so on .",0
I am looking forward to hearing the result in one month later .,0
Start studying English,0
Maybe You Can help me ?,0
"Understanding , cooperation , and tolerance .",1
 degrees at AM .,0
The roots of Western classical music lie in early Christian liturgical music .,1
"Thanks of God , I still live .",0
A mistake,0
What is wrong with them ?,0
who can tell me why ?,1
Those kinds of experiences made me grow up I guess .,1
I had a test of my inner soul .,1
"Be cause , It is very useful for me when I am in over the sea .",0
I showed around our neighborhood to them by car .,0
aww hahaha,1
"The very famous phenomenon , at least in Japan .",1
Today I had a plan - I would go shopping alone because club activity is off .,1
"When some members of a group of meerkats are searching for or eating food , their standing guards look around to see whether there are some enemies or not .",1
"For the middle oval , I added the star brush .",1
"When I got there , I felt like oh my god .",0
"Got ta get up , get up",1
She asked me to buy some more when we go back to Japan this coming August .,1
family together .,1
Until now I am not able to eat it .,0
"I came home in the evening , I helped my parents with their restaurant because my mam is condition was bad .",0
"Hey , I made an antenna an example , but it is a story of movie This is it of Michael Jackson .",0
"First , the Japanese government decided not to disclose the video a few weeks ago .",1
African food,0
"Let me see , can I say that I am snug as bugs in a rug ?",0
I hope some people will show some interests in our volunteer group and become a member of the group .,0
I suddenly noticed that I had forgotten to clean up the filters of the air conditioner at the end of last year .,1
I was very sleepy during work today .,0
I am the youngest child .,0
I think writing a diary in another language is very hard for all people because it is a lot of work and thinking .,1
But one thing I am worrying aboout .,0
"I even hated myself at one time , but then things changed .",0
"The salarymen in Japan always have lots of stress from all the aspects of their life , like their boss , their children is education , and all kinds of house or car loans .",0
"In graduation ceremony , I cried too much .",0
Why Kieko drunk is the worst thing ?,0
The only thing I could do is believe myself and go straight forward .,0
I have been looking forward to going there and I will refresh myself during the vacation .,0
This is my th day in my friend is house in fall break .,0
phone call,0
"After the class , I went to Tesco to buy some foods .",1
Are all Americans or most of them ?,1
I have a question today .,1
"Finally , I was sure I was right .",1
 What a pity ! ,0
I interned for the center of international contribution in education .,0
Oh no !,1
I regret every weekend not to grow my skill for my work and myself .,0
"Next year , I will be Age of .",0
"Last year , I was selected in a public selection to be a civil servant .",1
"I personally think our language do not lack of word to describe things or have more words to describe things , it is just the way people see the word the way they call things .",0
"At the time we were on the way home , the weather had improved to be sunny .",0
The message I wrote to my friend is blog .,1
So I want to live in a free world !,0
Actually these scenes are controversial .,0
I wrote an entry sheet for the exam .,1
It was a nice news for me .,0
"After cutting , I looked in the mirror and I liked my new hairstyle very much .",1
I watched The Naval Treaty and A Scandal In Bohemia .,0
"I did nt know even what is in it , for what , who built . .",0
I had met her only twice until then but I thought she was one of my friends .,1
There are a lot of funny characters who seem to be in our office .,0
He is talking with his mom on Skype .,0
"Why do not you enjoy yourself in nice places in Vietnam , do not wait any longer !",0
Dog is name .,0
I study English idioms in class .,1
I do not know what to write anymore !,0
"I tried it about years ago , but I quit because pronunciation was so difficult .",1
"If yes or no , I would advise you to read Louis Braille which story is well known for its outstanding ending either and after you read this book , I hope you will appreciate it so much more .",0
I am korokke ,1
"Although we were strangers to each other when we first met , we got along fast and built a friendship because of the trip .",1
"Now I still ca not be without sweets when I feel upset , but not as much as before .",1
"Well , I was able to drink it up , but maybe I wo not buy one again .",1
Does airborne really work to prevent the common cold ?,1
Anonymous reports who would not give their name are primarily based on malicious intention to counterparts .,0
I work at a board of education in Zentsuji city .,1
Some people working globally often say in his or,0
We will go to Mt .,1
There is always a lot of subjects topics to talk with her .,0
"I could not answer easily , Yes ! ",1
"If unpaid overtime work was banned , office workers will take their work home .",0
Next week I am going to apply to a prestigious university in England .,1
I am not sleepy though .,0
"So , I made a MySpace account .",1
"Then , right now",0
He is getting better,0
"Today , I had my colleague teach me how to use the equipment for thermal evaporation .",1
I hope I play piano very well .,1
"A few years later , he finally opened his own french restaurant in his home town .",0
I have to study deadly hard to get myself standing out from thousands of competitors .,0
National Qualification,0
"Nice to meet you , sir !",1
"nurses , were dead or too badly hurt to work .",1
A Korean blogger wrote about this with his confusions .,0
I keep loving sumo and the wrestlers no matter how the media blame them .,1
"Although I was quite a smart boy , I could not compare with her .",1
"When they are about to get started , there is a sense of expectation and at the end , there is a fear that they are soon to be over .",0
It is interesting and I became to want,1
Terrible typhoon,1
But they are robbed Victor is fancy perfume that costs dollars and run away with it .,0
Which do you prefer ?,1
"If only we seek them with our eyes open , there is no unrecognized death .",1
After that I went to another place called Martin Pl .,1
And I am glad to be friend with you all .,0
"I received a new Patagonia shirt , which I ordered on the Internet .",1
I put the eggs in it .,1
This bike is cheap granny is bike .,0
I do not like the fact that when i harvest my crops there are only few left .,0
"Actually , today is weather is so cool , much colder than you expected .",1
"To find information on ovarian cancer in dogs is really difficult , because it is rare that dogs are suffering from",1
"Today , I feel very bad .",1
 - Went to the office and worked .,1
Most people who join lang - want to improve their second or third language .,1
"I do not know if this kind of problem has some Linguistic name , but I would call it balance of adjectives .",0
"In the course of the ride , we witnessed a spider is web , which looked brand - new and shining reflecting fresh morning dew .",1
It is an attempt in pursuit of an effective way to use Twitter as a language learning tool .,1
"I have been searching for a file which is used to put my stationeries , some notes and a English text book a friend gave me which I used for studying English .",0
"And I have nt finished the homework yet , which should be handed in tomorrow .",0
he popped me in the oven ,0
"I was too proud , too self - confident .",1
"so , I do not use English well .",0
"Hi , my name is Take .",1
We did not say hello to each other .,0
"And then , I found one day is diary .",0
I want everyone to know how interesting the Japanese are .,1
The path is length is about km .,0
"Tonight , I made minestrone with ginger .",1
"But , children in some other countries have to take a school bus .",1
I really thanked for sparing his valuable time .,0
Forget all the bad things .,0
So I write entry now .,0
It is centigrades and I am slowly melting like an ice - cream .,0
"Anyways , I had got tired so much in reaching home .",0
She ate medicine that I gave her .,1
"I feel sorry for them and I agree that they desesrve to be respected , but the standard as a hero may be unclear .",0
We raised some money and went on the cruise for about thirty minutes .,0
"Mmm , this is deep !",0
"I felt strange but funny because the teacher was closer than usual , and we could talk more frankly in the classroom .",1
Please correct my translation ,1
i am lonely T - T,0
I did not think it was her fault .,1
Wish all the best wishes for them .,0
Happy New Year ,0
and died .,0
A important customeer will come to a company tommorow,0
Not my pal,1
I went to the British Fair in MISTUKOSHI with my friend .,1
"The yellow means you can close , you can not close .",1
Want to find out who is going to be around for longer ?,1
" I said you should keep your meal smaller , Marlowe ! ",0
 Describe an ideal marriage partner .,1
I studied English very hard this year too .,1
I got my dauter up in hurry .,0
"Therefore , I think that the best way to solve the problems or answer some questions is to call the police .",1
I will learn any instruments someday .,0
It was good but expensive .,1
"I do not think so , though .",0
because I want to do a review of their English .,0
I got up very late after a long time today .,0
It was because Americans looked more open and more enjoying conversations than Japanese .,0
But the trip was more wonderful complete .,0
but I hate my job .,0
"b You can also buy tickets in the Underground Society after November , .",1
Pasta is the easy answer for my everyday power supply .,1
Some of them really make me realize how difficult it is for top athletes to do their best and win on such a big stage .,0
My name is Grace .,0
 - Tom had eaten a delicious pasta yesterday .,0
"Contrast to us today , people behaved more naturaly , kindly and lovely at those times with no strict laws to prohibit picking the big lost up .",0
Her eyes was hurt and becoming to red .,0
"I have been learning it since a few years ago , and I ve made the level up to high school level in Japan .",0
Do you think she is pretty ?,0
"But if you think that years in this beautiful place named Earth , is very few time to live in there , think again .",0
"toward work is that we work for the company , not for a job or money .",1
Our three is curious travel has started on the site of the garbage mountain .,0
They have thorns on their entire body .,0
It is Ritatan - .,1
The culture is very dynamic .,0
I went to Ladner to see the car show with my host father .,1
I did not want to go because it was so cold and it was hard to get up .,0
"I recently stayed in England , really enjoyed it .",0
I have worn the clothes upside down from front to back ! !,1
A girl saied .,0
"Korea , which depends on content .",1
One of the reason why I came here is to put me where people do not speak Japanese .,0
 I can buy a frog .,1
New member in my club !,1
My father sounded strange and artificially laughed .,1
That is it today .,0
"But , I need the skill to speak English and to live in a foreign country using it .",1
 . I have to hurry ! !,1
"He was such a kind person , so I think there was not an offense in that , but from yesterday",1
I often worked in anger at office .,1
How is it ?,1
"His face is so sad , his eyes keep watering .",1
I bought diet tea bags and easter bunny dolls yesterday .,0
This style is different from the western style .,1
that is lame !,1
"Recentry , I was strongly recommended by several people who lives in NZ and were not Japanese .",0
"I think she does not have to diet any more , but she is a woman at the age of .",1
But he seemed like a child then .,1
I have never watched a professional surfing competition on TV .,1
I hope everything in Japan will be fine and may those victims rest in peace .,0
"I just want to give you a tiny present this time , small kaleidoscope pendant I promised last time .",0
See you later !,1
"But , irish is very hard for me ",0
"So , which of these two ways we should learn as we are studying a foreign language ?",0
I went to and stayed in Nagoya last two days .,0
" , in my office , after a whole day is work , I still have some documents to write .",1
Where could it take us ? !,0
"I think , if you want to study languages more well , you have to read a lot .",1
My exams are over and now I have some time to kill .,0
Today I want to talk about cultural differences in Beijing airport .,0
I had a day off today ! Yeah ! !,1
Maybe she would die after two or three years .,1
present going to be past again,0
"Today I wrote another essay , but this time the question was difficult .",1
i hope i will as usual happly .,0
I must to look for job on Internet again .,0
Made two friends from Ghana,0
I checked the article about the new bubble of web companies in the Economist .,0
"However , nowadays , many clocks are equipped with a weather forecast or temperature inside and outside , etc , which makes clocks very expensive .",1
"After moving to CA and getting used to life , I found myself having got pregnant .",1
I was late for the school program is time about an hour .,0
I made a wish which I have to talk to others in English in the chat corner every day when I come back to Taiwan .,1
My sister s computer has worked again for the first time in about three years .,0
He mistook the medal for his salary .,1
But I feel lucky !,0
Something about me,0
Each set has its own flower instead of suits ,0
It is very interesting ! ! ! ! ! ! ! !,0
It is been a long time since I have wanted to create an account here !,1
I am happy .,0
I wish I talk to you who like it .,0
"And , if I were in sad , he could not give comfort to me nearby , I could not say to him what I mean .",0
"I like ROCK , PUNK , METAL , HEAVY METAL and POP .",0
"From anywhere in the garden , at least one rock is hidden by other rocks .",1
I am working part - time at the hotel recently .,0
And then an emergency announcement from an emergency center started .,0
but i do not want waste time any more .,0
"today for that reason , I feel so sad now .",0
Google Employee,0
To communicate in English is very enjoyable and funny .,0
"Having said that , I had some moments where I felt I could not communicate with them enough because of my limited English abilities .",0
but I miss him every weekday .,1
Thank you .,1
The services are going to be started from ninth December .,0
"Darcy is proud of himself naturally by the influence of his position , living , and surrounding people .",0
He cried by the pain all the way home .,0
"As many news may be broadcast in the world , the election in Japan was held yesterday .",0
"detail doing taekwondo is good , waking up early is good",1
"First , in Japan my age is regarded as a little late for sitting for an exam .",1
"For consolation , I will listen to music that came on the radio in the morning and that I like .",1
"For me , It is not just a overspending of money , but a reflect of students ' values .",0
"Before Foster left the plane , he had given the girl his card .",0
It is the rainy season now in Japan .,1
"My foundation course will begin at the beginning of July , so it is for about a couple of months to go to my English language course .",0
Have other countries got the same anecdotes ?,1
She likes to play basketball . ,1
"Therefore , it was always angry to me from the teacher at school .",1
But I think it would be really helpful for me .,0
I would like to enjoy learning English by using Lang - .,1
What a LAZY I am ! !,0
I hope my second language can get better and better .,1
"In Japan , we have a favorite quote about parenting .",1
I will definitely be as missing them as the last time I visited .,0
I ca not wait to eat it ,0
"Since James has to finish his term paper , FREE ca not find a colleague to act for her .",0
So I can feel spring by myself .,1
The power of the air in Japan is stronger than you can imagine .,0
vanilla was blue !,1
"But in his case , it is a little bit different .",1
"So , l would like to play golf .",0
"The harder I study , the very best I can get .",1
"But , I am not moved to tears strangely .",1
"My blood type is B , but I think my blood has O , which means that people whose blood type is O are not decent for something .",0
"Well , as I wrote on September , I have to write an essay to take part in global internship , it is named IAESTE .",0
I found my lovely wallet .,0
"I studied English at high school , but the teaching was not so good , so I learned only basic things .",1
I set my mind clear .,0
"However , that was true .",1
but I am doing bite in order to sutudy abroad !,0
always full of patients .,0
"For me , it is just a beautiful love story .",0
i am study at harbin .,0
"April , ",1
"Therefore , I like to watch golf .",1
Nowadays people have become more and more aware of the importance of education .,1
It is not boiled easily .,1
"Anyway , it souned o silly that i unwittingly smirked . ",0
I am just an amateur at politics but I think it is high time for us to change our political system .,1
Is All Americans most of them ?,0
What is your autumn ? Reading books ? Sports ?,1
"By the way , I bought all sorts of things with no intention of .",1
I had to pay consumption tax when I bought it .,1
"In this case , which phrase should I use , It is OK or That is OK ?",1
But I suddenly realized I do not know how to write formal letters .,0
Knock Knock !,1
do you remember me ?,0
"My colleague behind me was becoming scared , and so was I .",0
"After the first week of September , things started to move again .",1
Bad Day,1
"Excuse me Sir , your pubic hair is coming out of your underwear .",1
My friends,0
Sometimes I upload photo for blog .,0
"According to the rumor , his proper doctor told reporters that he is almost terminated and there might be less than weeks left in his life .",1
I m exhausted !,1
 The third one is this ordinance is not effective to oblige them to stand because this one can not punish the teachers who ignored the law .,0
"Actually compared to other people , it is not a long time but when I look back , there are plenty of good or bad things which happened to me .",1
I was really looking forward to being collected today .,1
in Haneda Air Port .,1
Do you know them ?,1
And I thought the sight of the town was similar to my town .,1
"so , I do not know what to do .",0
I think I am a lucky dog .,0
A goal was done and was really happy !,0
The character is a girl who I designed .,0
"Canadian history . This subject is really interesting , because we can make many posters and some interesting things .",1
"For example , winter sports are particularly injurious to children and Snowmobiling , with speeds of miles per hour and vehicle weights of more than lbs . , causes deaths and , accidents yearly .",1
My name is Alena .,1
Life is not easy,0
The director is from a visual effect artist .,0
The leaves of the trees were shaking in the wind .,0
I went bowling with church youth group .,0
"I learned by experience , and I adapted quickly than my friends .",0
"I live not in Moscow , but in a nice small town near the capital .",1
Almost all Japanese people would love it very much .,1
"My introduction , ",1
"but , that day , it was the first day of a year .",0
"As we were on the way home , the weather had improved to be sunny .",1
"However , it is good to think about it .",1
"Anyway , I have a question .",0
"I wanted to talk with foreigners there , but I could not talk to them .",1
But it is right decision for me .,0
 I decided . ,0
 shocked me .,1
"Another song , Kidz , sung by Take That , has its MV on Youtube , too .",1
A new semester,1
I was fascinated to him,0
We never know how high we are,1
"This course not only can lose my weight , but also can meet new friends .",0
And I hope that I can have many friends from various countries .,1
Hardly can a huge project where invested a large amouts of money be successful only conducted by individual .,0
 I do not like the idea of making children study English in elementary school . ,1
I want to eat ever - made food in a filet .,1
"Needless to say , I could not open my eyes at the moment .",1
The contents include paper test and interview .,0
I hope someone who gets my gift card is interested in Unicef because of my things .,1
But the bath powders are your best friends when you take a bath ! ! !,1
 I hope my thanks will reach her someday . ,0
I first met your father in a shop .,1
Response to friend is diary,0
"Even so , I was ashamed to crying bitterly in front of attendance .",0
It was at night .,1
I have been making videos year ago .,1
"But what lead to this phnmeoma ?the first reason i can come up with is , the development of ecnomic .",0
We should be more attentive to reducing consumption before recycling .,1
The weatherforecast warns against strong wind and heavy rain .,1
i am lookin for .,0
I am going to take a shower and consider it ,1
I will leave for two weeks and wo not get back until end of Jan .,0
"After that , we visited his mother is house .",0
I love oil painting and watercolors .,0
It was one of my treasures at the time .,0
HOLIDAY AUG to ,0
What do you think about the song ?,1
"And moreover , Everyone has to cross from this phase of bridge .",0
"I am Takashi , years old .",0
"In the sentence , should I add at all ?",1
"When I cry , she comes to me and licks my hand .",1
I am glad to see snow because I rarely see snow .,1
I read many times in books and on web that parrot fashion is useful to get a conversation going .,0
"I have two exams next week on my university , ",0
I want to write something in Korean in the future .,0
but it could be cured by the witch doctor ? ? ? ? ? !,1
My school start summer vacation in August .,0
I give my hand to you with all my heart,1
The third meeting was held yesterday .,0
It took about three hours by bullet train .,0
I must tell you that I am about to graduate from university this month .,0
I read it is the most cold winter in many countries in the northern .,0
Dear Mark !,0
How to lessen those and how to prevent those from adolescents has caused more and more concern and attention .,0
and he could not stand up by himself .,1
I would found out its summary in the net .,0
I forget to .,0
This was symbolic incident .,0
Its the ? name is AudisionSEA .,1
WHEN I was a child I was bored in my home .,1
The song Run Devil Run is Japanese Version,0
"I usually study in the everning , i think everying is very quite .",0
Here you are .,1
So I got out of the library and went to the rest room to blow my nose .,1
Sorry for many typos .,0
"Unfortunately , now you deserve only this gloomy place .",0
"Indeed , there are many benefits of eating outside .",1
Breakfast is one of the big issues .,1
My classmate decided to talk about one should not drink and drive on her persuasive speech .,0
"The picture is of my balloon cat , by the way .",1
I was surprised because it happened suddenly .,1
My eldest daughter went to skiing school from her elementary school today .,1
"If it is possible , nobody thinks not to get a new year is offer .",1
I slept today at night autonomy studying time .,0
"He was reportedly trying to get along with the local people , wearing the same clothes and speaking the same language .",1
It will be releaced a film in .,0
It takes hours from Haneda Airport to my home town by plane .,1
"And if a number is not correct with fingers , passover the turn .",1
And I like the song Rock what you got by superchick .,0
Twitter is a good tool to communicate with people all over the world .,0
"However , this time I did not do it .",0
I found my studing source about lagrangean at yesterday .,0
I am going to go to an interview for a part - time job today .,1
But we could not talk so mush .,0
Is it a sleeping disorder ?,1
My friends,1
This tune is a very popular tune also in Japan .,0
I got so sweat now .,0
I also needed to go to the dry cleaners to pick up his trousers .,1
"Before the kindergarten admission of her daughter , she was nearly depressed , and did the hard work for her daughter .",1
Please send me the address to return the digital camera and check if you have any more in stock .,1
Where do you live ?,1
The monster parent is a evil person who offend their child is school because of some false charge in Japan .,0
"For example , I wrote a diary in English .",1
Studying at home is sometimes making me sleepy and sleeping before I knew it .,1
my first day .,1
Sense of accomplishment,0
He pulled a sneel and kicked taht .,0
"At least years , in this city .",1
 ,1
It is not the first time .,0
I am going to go to the shopping with my friend .,0
First picture is tree is a tea plant .,0
I working part time at homers - hotel,0
The whole body has sunburnt .,0
He always makes use of his time better .,1
This new measure has led to some mixture .,1
I wish I were good at English,1
Anyway we wanted to find the dog is real owner .,1
But before climbing I did not know the heights of Mt .,0
I t became a completely dufferent buildung for me !,0
I cleaned up my room and wiped the floor which have been covered with dust for long .,0
A Life in Tokyo May ,0
Also my feeling is getting worse .,0
That was easy .,1
"If you could listen to a piece of music just before you leave this world , which would you choose ?",1
"Especially this part Oh , what fun it is to ride a one - horse open sleigh is quite hard for us .",0
But I answered back and it became a fight .,1
I brought my electronic dictionary out for the first time .,1
"I know English is not an indicator of what he she is , but people naturaly look down on him her when he she speaks bad English in such a multinational country .",0
"Geeezzz , I do nt want to get old anymore .",1
How to spend my holiday,0
I am going to wait for tomorrow is morning .,1
I like Tang fish !,1
I have reasons that I decided to close the nuclear plants .,0
"After all , I decided to get my arm operated on .",0
We saw a big smile after many years from the Iceman .,1
I went to the place which she told me .,0
"In conclution , if employer can stand at the position the employees , it can reduce their stress , at least make them feel what they work for is worthwhile .",0
"There are many monuments , beautiful buildings and a big bay .",1
I mostly work about hours each day .,0
I am so good at skiing ! !,0
Ring the finger .,0
But I have got a boyfriend .,1
"It is effective for the total body muscles , joints , and cardio .",1
My first day of Lang - ,0
I have to translate my boss is notion for business .,0
But I sometimes feel strange ! !,1
Weather and Canada,0
This is because I need to prepare for the final exam on next week in my college .,0
"Needless to say , I like good - looking women .",0
"Yeah , I know what I should do .",1
"Furthermore , the Internet provided me with information about what textbook I should read .",1
One of the most impressive for me was that of Mr .,1
I did not mean to annoy you .,0
So I want to study it by myself without going to school .,1
"Some times I asked something about the products or the price , because I was not very familiar with it now , but my colleagues would thought that I was quite funny and stupid , it give them a lot of fun by making fun of me .",0
"I am free from companies now , so that I enjoy feelings that I am my boss .",0
"Night fell , ",0
Thank you everyone .,0
Another example is the computer .,1
"So , I glad that you let me know any corrections .",0
"I said to my teacher that I have let my sheet music at home , but it did not work ",0
" Actually , I do not know music very well .",0
"If there are robots which help people who can not walk , eat or take a bath by themselves , they will be useful .",1
A financial product is just like a deposit but with higher interest .,1
"However , this often does not develop into a romance .",0
When the weather was nice he usually had a walk outside of his pigsty .,1
See you tomorrow !,1
Help me please ! ,0
I feel unhappy because I ca not express myself appropriately .,1
a MacBook Pro,1
"Please keep the prestige , President Lee ! ! !",0
"I will write a diary in English as much as possible , Please correct my diaries .",0
"Visitors can enjoy , fireworks .",0
about the age of one person .,1
It is so long .,0
I think it is good for me to learn natural expressions from them .,0
She said the room was all ready for me . She loved my pics .,1
"So I want to speak English , not forget English !",1
"I think offence was good , on the other hand defense was not good at this game .",0
It was for that purpose that I could invent car to go to everywhere and every the time and translation equipment which translate from any language into my own language .,0
"When some members of a group of meerkat are searching or eating food , their standing guards look around whether there are some enemies or not .",0
the first diary,1
I ended up in the intermediate examination but it still got out homework .,1
I left my son on the aisle of the docter is office and waited outside .,0
"When I put cold water at C and hot water at C into some freezer at the same time , ",0
I could not have had thoughts filled with confidence if I had been in Japan in my whole life .,0
"There are two computers on a big desk , a bookshelf full of books and carpet that offers a cozy space for chatting with my family and for reading books .",1
"Through raising her daughter , she told me that she was also raised by her daughter .",0
Now I know what talk about nest time .,0
"Sometimes I suppose that there was a lottey in the Middle Age , and someone bought it .",0
Probably it is good to put a spoonful of salt into the pot .,1
"In London , we had snow this morning . ",1
The local people value their language .,1
"I feel so inconvenienced , because I always buy something to drink in the station .",1
It had decreased slightly to by .,1
